8.7527490E+00	6.3200489E+00	5.8230100E+00	1.0275515E+03	1.1203609E+03	8.8714366E+02
9.5822318E+00	1.1608371E+01	7.6291064E+00	1.0321657E+03	1.1203279E+03	8.6554919E+02
1.1319934E+01	9.0053285E+00	4.4626473E+00	9.2179441E+02	1.1018208E+03	7.8757037E+02
1.0762629E+01	1.1430149E+01	5.8250267E+00	1.0138796E+03	1.1426111E+03	7.2360044E+02
1.4026474E+01	1.8170749E+01	5.4154188E+00	1.0890688E+03	1.0997410E+03	8.1698529E+02
9.4434157E+00	1.2084715E+01	4.5472806E+00	1.0061598E+03	1.1094315E+03	8.2596773E+02
1.0731744E+01	1.5773819E+01	4.9953795E+00	9.8961583E+02	1.1023844E+03	6.5834162E+02
1.1044276E+01	9.2232138E+00	5.8031202E+00	9.7641807E+02	1.0973675E+03	9.4930011E+02
9.4887876E+00	1.5188932E+01	8.0270234E+00	9.4726216E+02	1.1181961E+03	8.7641028E+02
1.2187106E+01	7.8159645E+00	6.1523563E+00	9.9523333E+02	1.0864680E+03	6.9340356E+02
1.1818324E+01	1.1300184E+01	4.6826889E+00	1.0239419E+03	1.1101630E+03	1.0053674E+03
1.2697147E+01	1.2726884E+01	2.4349414E+00	9.7728417E+02	1.1351841E+03	8.2716351E+02
1.1756274E+01	1.3550257E+01	5.3237781E+00	1.0222008E+03	1.1348218E+03	7.1682454E+02
7.0948149E+00	1.1689344E+01	5.3392708E+00	1.0416033E+03	1.0743809E+03	7.6258267E+02
9.9362415E+00	9.2944406E+00	3.9710751E+00	9.9146336E+02	1.1259072E+03	8.6196232E+02
1.1342969E+01	8.9558095E+00	6.3121332E+00	1.0308670E+03	1.1069702E+03	7.1963317E+02
1.0103424E+01	1.0194607E+01	5.5081345E+00	1.0335271E+03	1.1268667E+03	8.0041168E+02
1.1311707E+01	9.4520846E+00	5.7629705E+00	1.0114462E+03	1.1207694E+03	8.3151411E+02
1.0927138E+01	1.0552285E+01	4.3679573E+00	1.0840191E+03	1.1100778E+03	8.0447256E+02
1.0397754E+01	9.6236908E+00	4.1109893E+00	9.6681906E+02	1.1167084E+03	8.5702655E+02
1.1074862E+01	1.5105144E+01	4.3923478E+00	1.0229849E+03	1.1303131E+03	7.8047567E+02
1.1564271E+01	1.2674789E+01	3.5562453E+00	9.7935919E+02	1.1328999E+03	8.1905684E+02
1.2257406E+01	1.2708668E+01	4.3206968E+00	9.8680005E+02	1.1005818E+03	8.5594481E+02
1.0016660E+01	9.9025401E+00	5.9448951E+00	1.0290074E+03	1.0879310E+03	6.5440073E+02
1.0371050E+01	1.2692029E+01	2.0680492E+00	1.0526721E+03	1.1078228E+03	6.7963789E+02
1.0207293E+01	1.2807530E+01	2.6964359E+00	1.0191747E+03	1.1393379E+03	7.5079225E+02
1.1932686E+01	9.6598771E+00	5.0345669E+00	1.0603660E+03	1.1245076E+03	8.4667578E+02
1.2729890E+01	9.0270656E+00	5.4270409E+00	9.7923623E+02	1.1256286E+03	8.5695363E+02
1.2161293E+01	7.1626613E+00	3.7665212E+00	1.0252751E+03	1.1073085E+03	7.7887824E+02
1.2475115E+01	1.4181983E+01	5.6973748E+00	9.9372855E+02	1.1002321E+03	9.4971944E+02
1.1274203E+01	9.4696292E+00	6.6367285E+00	9.8550795E+02	1.1624870E+03	9.3471916E+02
1.0118124E+01	1.2116845E+01	5.8888657E+00	9.1747437E+02	1.1146969E+03	8.2519390E+02
1.1747723E+01	1.2207777E+01	2.9675870E+00	1.0405946E+03	1.1162719E+03	1.1180148E+03
1.2899018E+01	1.2228041E+01	4.0502672E+00	1.0810571E+03	1.1110060E+03	8.0946009E+02
1.1556665E+01	1.0404489E+01	3.8900461E+00	1.0311370E+03	1.1185268E+03	9.2221162E+02
1.2022133E+01	1.1434121E+01	4.5596214E+00	1.0629605E+03	1.1100027E+03	8.3473140E+02
9.3021524E+00	1.1232713E+01	4.1273300E+00	1.0151410E+03	1.0941316E+03	6.9580238E+02
1.1628162E+01	1.5373927E+01	3.9059010E+00	9.6833577E+02	1.1277954E+03	9.9715415E+02
1.0830686E+01	9.1095411E+00	7.4828874E+00	9.8132928E+02	1.1485314E+03	7.5108709E+02
1.1608661E+01	1.1485220E+01	4.5671400E+00	9.8386323E+02	1.1210486E+03	8.4616392E+02
1.2404463E+01	1.4666006E+01	4.8018455E+00	1.0530163E+03	1.1007031E+03	1.0005801E+03
1.0296646E+01	1.3052670E+01	5.3722709E+00	9.9556288E+02	1.1182358E+03	8.9373232E+02
1.2656528E+01	9.2794766E+00	2.7481114E+00	1.0163194E+03	1.1393446E+03	8.7101532E+02
9.9622671E+00	1.3982879E+01	3.5158770E+00	9.6460671E+02	1.1560508E+03	8.2784290E+02
1.1044915E+01	5.2454101E+00	5.6108242E+00	1.0063547E+03	1.0862252E+03	8.6049888E+02
1.1337651E+01	1.0768526E+01	5.4568065E+00	9.5398103E+02	1.1194968E+03	9.9801804E+02
1.2173505E+01	1.5919368E+01	3.4906761E+00	9.8750203E+02	1.1075111E+03	8.0146374E+02
1.0644539E+01	1.3246152E+01	6.4633554E+00	1.0405696E+03	1.1289268E+03	8.2147934E+02
9.9705384E+00	1.3979021E+01	4.9132392E+00	1.0750604E+03	1.1206993E+03	8.0191367E+02
1.2558276E+01	1.1767617E+01	5.1841978E+00	1.0306215E+03	1.1041090E+03	8.0555267E+02
1.1398907E+01	1.1049459E+01	5.1420688E+00	1.0165297E+03	1.0774226E+03	8.2558054E+02
8.8949543E+00	1.3739791E+01	4.2850358E+00	1.0519594E+03	1.0904096E+03	8.9173788E+02
1.1351915E+01	1.7792649E+01	2.6193346E+00	1.0394271E+03	1.1037198E+03	8.4737431E+02
9.1293545E+00	1.1329002E+01	4.8298600E+00	9.2410599E+02	1.1110059E+03	7.7640379E+02
1.1870008E+01	1.5592552E+01	2.9655377E+00	9.4796613E+02	1.1427488E+03	9.7810398E+02
1.2525883E+01	1.0651744E+01	4.7859333E+00	9.8274919E+02	1.1039789E+03	7.6730397E+02
1.0798944E+01	1.0924820E+01	5.2695504E+00	9.8128801E+02	1.1251475E+03	8.1237550E+02
1.0000767E+01	1.3626838E+01	5.2573509E+00	9.5491163E+02	1.1368375E+03	8.4669614E+02
1.2349623E+01	9.7448685E+00	3.1978465E+00	9.8837939E+02	1.1220734E+03	6.9936765E+02
1.0438226E+01	1.4355689E+01	5.4765800E+00	9.7919829E+02	1.1188571E+03	7.5564077E+02
1.0099681E+01	7.7918337E+00	1.2805347E+01	1.0529380E+03	1.1036290E+03	7.3184987E+02
9.6120524E+00	5.9481290E+00	1.4852341E+01	9.9085790E+02	1.1354249E+03	6.1726477E+02
9.3855872E+00	1.1602697E+01	1.5344482E+01	9.6668061E+02	1.1526667E+03	1.0183188E+03
1.1303357E+01	1.2822205E+01	1.6737768E+01	9.9788954E+02	1.1274143E+03	7.7894245E+02
1.0635079E+01	1.5188509E+01	1.1628874E+01	9.8813568E+02	1.1237302E+03	9.1022897E+02
